EmployeeID,Department,JobRole,Gender,Age,MaritalStatus,Education,Salary,YearsAtCompany,PerformanceRating,TrainingHours,DistanceFromHome,OverTime,ProjectTasks,Promotion,Attrition,HireDate,SalaryBand,AgeGroup,TenureGroup
1765,Human Resources,HR Executive,Male,33,Married,Master's,61600.0,2,4,43,11,No,14,No,No,2021-10-26,Medium (45K-65K),26-35,2-3 yrs
1766,Engineering,Qa Engineer,Female,42,Divorced,Master's,95500.0,0,2,25,32,No,7,No,No,2023-06-06,Very High (90K+),36-45,0-1 yrs
1767,IT,IT Support,Female,47,Divorced,Bachelor's,84200.0,18,2,53,12,No,16,No,No,2005-10-13,High (65K-90K),46-60,8+ yrs
1768,Sales,Account Manager,Female,33,Divorced,Master's,96500.0,0,3,29,11,Yes,7,No,No,2023-03-30,Very High (90K+),26-35,0-1 yrs
1769,Sales,Account Manager,Male,49,Single,Master's,95600.0,2,3,17,2,Yes,11,No,No,2021-12-23,Very High (90K+),46-60,2-3 yrs
1770,Marketing,Marketing Executive,Male,32,Married,Master's,65100.0,3,5,22,1,Yes,5,Yes,No,2020-12-09,High (65K-90K),26-35,2-3 yrs
1771,Operations,Operations Executive,Male,43,Divorced,Bachelor's,53000.0,0,1,43,8,No,18,No,Yes,2023-11-12,Medium (45K-65K),36-45,0-1 yrs
1772,Engineering,Engineering Manager,Male,28,Married,Bachelor's,122700.0,2,2,35,3,No,12,No,No,2021-07-19,Very High (90K+),26-35,2-3 yrs
1773,Engineering,Software Engineer,Female,34,Single,Bachelor's,96100.0,3,2,45,10,No,17,No,No,2020-11-01,Very High (90K+),26-35,2-3 yrs
1774,Sales,Sales Executive,Male,38,Divorced,Master's,71200.0,9,3,4,27,No,9,Yes,No,2014-12-03,High (65K-90K),36-45,8+ yrs
1775,Customer Support,Support Team Lead,Male,30,Divorced,High School,59800.0,9,1,43,1,Yes,3,No,No,2014-03-09,Medium (45K-65K),26-35,8+ yrs
1776,Human Resources,HR Executive,Female,46,Divorced,Master's,62200.0,10,2,43,1,No,17,No,Yes,2013-09-21,Medium (45K-65K),46-60,8+ yrs
1777,Engineering,Engineering Manager,Male,35,Married,Bachelor's,120000.0,1,3,47,15,No,8,Yes,No,2022-05-09,Very High (90K+),26-35,0-1 yrs
1778,Marketing,Content Strategist,Female,29,Married,High School,50100.0,0,5,37,2,Yes,18,No,Yes,2023-07-06,Medium (45K-65K),26-35,0-1 yrs
1779,Finance,Finance Manager,Female,30,Divorced,Bachelor's,104000.0,12,3,25,35,No,6,No,No,2011-11-03,Very High (90K+),26-35,8+ yrs
1780,Engineering,Engineering Manager,Female,34,Married,Bachelor's,137500.0,11,3,25,1,No,15,No,No,2012-05-17,Very High (90K+),26-35,8+ yrs
1781,Marketing,Marketing Executive,Female,30,Divorced,Bachelor's,61900.0,3,3,45,4,No,11,Yes,No,2020-12-31,Medium (45K-65K),26-35,2-3 yrs
1782,Operations,Operations Executive,Female,43,Divorced,Master's,62200.0,3,3,53,17,No,10,No,No,2020-11-23,Medium (45K-65K),36-45,2-3 yrs
1783,Sales,Account Manager,Male,44,Married,Bachelor's,100500.0,13,5,16,5,No,5,Yes,No,2010-12-31,Very High (90K+),36-45,8+ yrs
1784,Human Resources,HR Manager,Male,31,Divorced,Bachelor's,77700.0,13,1,15,2,Yes,14,No,Yes,2010-07-05,High (65K-90K),26-35,8+ yrs
1785,Finance,Financial Analyst,Female,35,Single,Master's,69600.0,0,4,30,4,Yes,5,No,No,2023-08-11,High (65K-90K),26-35,0-1 yrs
1786,Operations,Operations Executive,Male,35,Single,Phd,62900.0,1,4,37,6,No,13,No,No,2022-03-25,Medium (45K-65K),26-35,0-1 yrs
1787,Finance,Finance Manager,Female,35,Single,Master's,99600.0,0,4,48,4,Yes,16,Yes,Yes,2023-08-22,Very High (90K+),26-35,0-1 yrs
1788,Finance,Finance Manager,Female,43,Single,Bachelor's,119800.0,25,4,69,4,No,21,No,No,1998-08-31,Very High (90K+),36-45,8+ yrs
1789,Operations,Operations Executive,Female,34,Single,Master's,59900.0,4,5,57,6,No,12,No,No,2019-06-08,Medium (45K-65K),26-35,4-7 yrs
1790,Marketing,Marketing Executive,Female,52,Single,Bachelor's,79700.0,23,3,59,1,No,9,No,No,2000-06-05,High (65K-90K),46-60,8+ yrs
1791,Operations,Operations Manager,Male,20,Divorced,Bachelor's,79200.0,2,2,22,5,No,13,No,No,2021-05-30,High (65K-90K),18-25,2-3 yrs
1792,Human Resources,HR Executive,Male,47,Divorced,Bachelor's,54700.0,2,2,28,5,Yes,9,No,No,2021-07-14,Medium (45K-65K),46-60,2-3 yrs
1793,Marketing,Marketing Executive,Male,36,Single,Bachelor's,65300.0,2,3,72,6,No,16,No,No,2021-11-25,High (65K-90K),36-45,2-3 yrs
1794,Operations,Operations Executive,Female,36,Single,Master's,66200.0,4,2,28,4,No,11,No,No,2019-11-30,High (65K-90K),36-45,4-7 yrs
1795,Engineering,Software Engineer,Female,43,Divorced,Bachelor's,94300.0,1,3,35,25,No,8,No,Yes,2022-12-06,Very High (90K+),36-45,0-1 yrs
1796,Marketing,Marketing Manager,Male,23,Divorced,Master's,109800.0,5,3,11,5,No,9,No,No,2018-05-10,Very High (90K+),18-25,4-7 yrs
1797,IT,IT Manager,Female,24,Single,Bachelor's,94500.0,6,3,53,1,No,5,Yes,No,2017-11-11,Very High (90K+),18-25,4-7 yrs
1798,Sales,Account Manager,Female,24,Divorced,Master's,89700.0,1,4,24,2,Yes,9,No,No,2022-04-30,High (65K-90K),18-25,0-1 yrs
1799,Operations,Operations Executive,Male,34,Married,Master's,62500.0,2,2,45,32,No,15,No,No,2021-07-02,Medium (45K-65K),26-35,2-3 yrs
1800,Marketing,Content Strategist,Female,25,Married,Master's,74300.0,6,2,43,1,No,9,No,No,2017-04-12,High (65K-90K),18-25,4-7 yrs
1801,Engineering,Software Engineer,Male,48,Single,Master's,106000.0,1,4,49,1,No,11,Yes,No,2022-09-20,Very High (90K+),46-60,0-1 yrs
1802,Human Resources,HR Manager,Male,45,Married,Bachelor's,65800.0,1,4,31,7,No,7,No,No,2022-07-14,High (65K-90K),36-45,0-1 yrs
1803,Marketing,Marketing Manager,Male,35,Single,Bachelor's,70050.0,1,5,41,1,No,18,No,No,2022-09-06,High (65K-90K),26-35,0-1 yrs
1804,Operations,Operations Executive,Male,28,Married,Master's,59100.0,1,5,44,24,No,11,No,No,2022-12-29,Medium (45K-65K),26-35,0-1 yrs
1805,Customer Support,Support Executive,Male,29,Married,High School,36400.0,0,2,50,2,No,18,No,No,2023-07-01,Low (<45K),26-35,0-1 yrs
1806,Sales,Sales Executive,Male,35,Married,Bachelor's,66700.0,9,3,60,3,No,7,No,No,2014-10-04,High (65K-90K),26-35,8+ yrs
1807,Finance,Financial Analyst,Male,36,Divorced,Bachelor's,63800.0,0,2,34,3,Yes,16,No,No,2023-07-12,Medium (45K-65K),36-45,0-1 yrs
1808,Finance,Accountant,Male,41,Single,Bachelor's,70100.0,1,3,33,10,No,4,No,No,2022-05-24,High (65K-90K),36-45,0-1 yrs
1809,Human Resources,HR Executive,Male,41,Single,Phd,74600.0,4,4,22,1,No,13,Yes,No,2019-05-28,High (65K-90K),36-45,4-7 yrs
1810,Finance,Financial Analyst,Female,49,Married,Master's,75500.0,1,4,52,17,No,4,Yes,No,2022-08-11,High (65K-90K),46-60,0-1 yrs
1811,Engineering,Qa Engineer,Male,52,Divorced,High School,72800.0,3,3,55,2,No,4,No,No,2020-04-16,High (65K-90K),46-60,2-3 yrs
1812,Customer Support,Support Team Lead,Male,34,Divorced,Bachelor's,57500.0,1,4,22,4,No,8,No,No,2022-08-17,Medium (45K-65K),26-35,0-1 yrs
1813,IT,IT Manager,Female,38,Single,Master's,115500.0,0,2,50,13,No,10,No,No,2023-09-12,Very High (90K+),36-45,0-1 yrs
1814,Marketing,Marketing Manager,Female,37,Married,Master's,107100.0,5,5,67,4,Yes,15,No,Yes,2018-08-04,Very High (90K+),36-45,4-7 yrs
1815,Operations,Operations Manager,Male,30,Married,High School,64500.0,5,3,40,4,No,13,No,No,2018-04-23,Medium (45K-65K),26-35,4-7 yrs
1816,Customer Support,Support Team Lead,Male,20,Divorced,Bachelor's,61100.0,0,3,32,1,Yes,13,No,No,2023-04-20,Medium (45K-65K),18-25,0-1 yrs
1817,Human Resources,HR Manager,Female,20,Single,High School,64900.0,0,2,70,16,No,13,No,Yes,2023-08-26,Medium (45K-65K),18-25,0-1 yrs
1818,Marketing,Content Strategist,Female,44,Divorced,Master's,61500.0,0,3,33,3,No,9,No,Yes,2023-03-29,Medium (45K-65K),36-45,0-1 yrs
1819,Marketing,Marketing Executive,Female,36,Married,Bachelor's,68600.0,9,3,48,1,No,8,No,No,2014-12-28,High (65K-90K),36-45,8+ yrs
1820,Operations,Operations Executive,Female,43,Single,Bachelor's,54100.0,5,4,44,1,No,11,No,No,2018-05-08,Medium (45K-65K),36-45,4-7 yrs
1821,Operations,Operations Manager,Female,44,Divorced,Bachelor's,90500.0,9,3,54,29,No,17,No,No,2014-12-19,Very High (90K+),36-45,8+ yrs
1822,Customer Support,Support Executive,Female,46,Single,Bachelor's,43300.0,0,5,31,3,No,11,No,No,2023-09-08,Low (<45K),46-60,0-1 yrs
1823,IT,System Administrator,Female,39,Divorced,Bachelor's,64700.0,3,4,53,4,No,15,No,No,2020-12-16,Medium (45K-65K),36-45,2-3 yrs
1824,Engineering,Senior Engineer,Female,34,Divorced,Phd,160000.0,5,4,28,28,No,12,No,No,2018-06-21,Very High (90K+),26-35,4-7 yrs
1825,Finance,Accountant,Male,31,Married,Bachelor's,69400.0,2,3,6,8,No,8,No,No,2021-11-15,High (65K-90K),26-35,2-3 yrs
1826,Engineering,Software Engineer,Female,43,Divorced,Bachelor's,79800.0,1,4,35,7,No,12,Yes,No,2022-06-18,High (65K-90K),36-45,0-1 yrs
1827,Marketing,Marketing Executive,Male,20,Single,Master's,69000.0,0,2,6,13,No,10,No,Yes,2023-06-05,High (65K-90K),18-25,0-1 yrs
1828,IT,IT Support,Female,21,Divorced,Bachelor's,76400.0,3,3,44,1,Yes,5,No,No,2020-10-27,High (65K-90K),18-25,2-3 yrs
1829,Finance,Accountant,Male,39,Divorced,Master's,79800.0,0,3,50,4,No,14,No,No,2023-05-12,High (65K-90K),36-45,0-1 yrs
1830,Marketing,Marketing Executive,Male,20,Married,Bachelor's,61000.0,0,2,20,1,No,13,No,Yes,2023-03-16,Medium (45K-65K),18-25,0-1 yrs
1831,Operations,Operations Manager,Male,45,Divorced,High School,59600.0,0,2,44,6,No,9,No,No,2023-08-02,Medium (45K-65K),36-45,0-1 yrs
1832,IT,IT Manager,Female,43,Single,Master's,114900.0,2,3,51,6,No,17,No,No,2021-09-30,Very High (90K+),36-45,2-3 yrs
1833,Human Resources,HR Manager,Female,42,Single,High School,62100.0,1,5,57,1,Yes,13,No,No,2022-11-28,Medium (45K-65K),36-45,0-1 yrs
1834,Finance,Accountant,Male,27,Married,Master's,92700.0,9,2,22,1,Yes,13,No,Yes,2014-07-21,Very High (90K+),26-35,8+ yrs
1835,IT,System Administrator,Male,37,Single,Bachelor's,76100.0,4,2,59,9,Yes,14,No,No,2019-06-21,High (65K-90K),36-45,4-7 yrs
1836,Customer Support,Support Team Lead,Female,39,Single,Bachelor's,61400.0,1,1,42,1,No,11,No,Yes,2022-05-09,Medium (45K-65K),36-45,0-1 yrs
1837,Operations,Operations Manager,Male,24,Married,Bachelor's,74200.0,6,3,44,2,Yes,15,No,No,2017-10-07,High (65K-90K),18-25,4-7 yrs
1838,Sales,Account Manager,Male,34,Married,Bachelor's,72600.0,1,3,40,19,Yes,18,Yes,No,2022-08-15,High (65K-90K),26-35,0-1 yrs
1839,Engineering,Qa Engineer,Male,38,Divorced,Bachelor's,80400.0,1,2,25,9,No,17,Yes,No,2022-04-09,High (65K-90K),36-45,0-1 yrs
1840,Human Resources,HR Manager,Female,39,Single,Bachelor's,70300.0,1,4,43,2,No,11,No,No,2022-06-24,High (65K-90K),36-45,0-1 yrs
1841,Finance,Financial Analyst,Male,26,Married,Bachelor's,65500.0,4,5,19,19,No,13,Yes,No,2019-11-14,High (65K-90K),26-35,4-7 yrs
1842,Engineering,Senior Engineer,Male,32,Married,Bachelor's,122700.0,0,4,39,23,No,13,Yes,Yes,2023-03-30,Very High (90K+),26-35,0-1 yrs
1843,IT,System Administrator,Male,24,Single,Bachelor's,66300.0,1,3,55,1,Yes,17,Yes,No,2022-09-15,High (65K-90K),18-25,0-1 yrs
1844,Operations,Operations Executive,Male,31,Married,Master's,55400.0,0,4,22,1,Yes,14,No,No,2023-04-21,Medium (45K-65K),26-35,0-1 yrs
1845,Human Resources,Recruiter,Male,30,Single,Phd,70400.0,5,4,56,9,Yes,16,Yes,Yes,2018-06-18,High (65K-90K),26-35,4-7 yrs
1846,Engineering,Engineering Manager,Male,48,Divorced,Master's,126100.0,1,4,54,6,No,11,No,No,2022-03-08,Very High (90K+),46-60,0-1 yrs
1847,Operations,Operations Manager,Male,39,Divorced,Master's,98600.0,5,3,26,33,No,7,No,No,2018-10-31,Very High (90K+),36-45,4-7 yrs
1848,Marketing,Marketing Executive,Female,42,Single,Master's,68800.0,8,4,41,3,Yes,12,Yes,No,2015-06-25,High (65K-90K),36-45,8+ yrs
1849,Finance,Finance Manager,Male,25,Married,Phd,117200.0,2,4,69,11,No,12,No,No,2021-12-12,Very High (90K+),18-25,2-3 yrs
1850,IT,IT Manager,Female,33,Divorced,Master's,113400.0,6,3,38,19,No,11,No,No,2017-08-28,Very High (90K+),26-35,4-7 yrs
1851,Finance,Finance Manager,Female,47,Divorced,Bachelor's,96400.0,1,3,52,1,Yes,17,No,No,2022-09-25,Very High (90K+),46-60,0-1 yrs
1852,Sales,Account Manager,Female,22,Single,Phd,106600.0,0,2,50,4,No,7,No,No,2023-09-03,Very High (90K+),18-25,0-1 yrs
1853,Human Resources,HR Manager,Female,26,Single,Bachelor's,75700.0,0,4,43,2,No,9,No,No,2023-03-12,High (65K-90K),26-35,0-1 yrs
1854,Operations,Operations Executive,Male,27,Married,Master's,70300.0,5,2,40,12,No,15,No,Yes,2018-04-19,High (65K-90K),26-35,4-7 yrs
1855,IT,IT Support,Female,29,Married,Master's,84400.0,1,1,35,3,No,10,No,Yes,2022-08-01,High (65K-90K),26-35,0-1 yrs
1856,Engineering,Senior Engineer,Male,29,Married,Bachelor's,142200.0,11,3,22,34,No,10,No,No,2012-05-08,Very High (90K+),26-35,8+ yrs
1857,Finance,Financial Analyst,Female,29,Divorced,High School,53300.0,0,4,52,1,No,14,No,No,2023-06-13,Medium (45K-65K),26-35,0-1 yrs
1858,Customer Support,Support Team Lead,Male,36,Married,Master's,75500.0,3,4,66,10,No,10,Yes,No,2020-03-18,High (65K-90K),36-45,2-3 yrs
1859,Engineering,Senior Engineer,Female,30,Divorced,Phd,152000.0,5,4,23,3,No,12,No,No,2018-06-28,Very High (90K+),26-35,4-7 yrs
1860,Sales,Account Manager,Male,35,Married,Bachelor's,85600.0,3,3,60,7,Yes,10,No,No,2020-12-18,High (65K-90K),26-35,2-3 yrs
1861,Engineering,Engineering Manager,Female,33,Single,Phd,168200.0,4,2,54,4,No,9,No,No,2019-12-27,Very High (90K+),26-35,4-7 yrs
1862,Human Resources,HR Executive,Female,28,Divorced,Phd,68300.0,6,3,21,25,No,12,No,Yes,2017-05-31,High (65K-90K),26-35,4-7 yrs
1863,Engineering,Qa Engineer,Male,47,Divorced,Bachelor's,76600.0,0,5,32,1,No,7,No,No,2023-11-17,High (65K-90K),46-60,0-1 yrs
1864,Human Resources,Recruiter,Female,55,Married,Master's,54200.0,3,4,64,4,No,9,No,No,2020-07-28,Medium (45K-65K),46-60,2-3 yrs
1865,Sales,Sales Executive,Female,27,Divorced,High School,56400.0,8,2,51,1,No,14,No,No,2015-05-28,Medium (45K-65K),26-35,8+ yrs
1866,Engineering,Senior Engineer,Male,23,Single,Master's,144600.0,5,3,49,8,No,10,No,No,2018-09-16,Very High (90K+),18-25,4-7 yrs
1867,Engineering,Senior Engineer,Male,28,Married,Bachelor's,123800.0,1,4,0,3,No,11,No,No,2022-11-07,Very High (90K+),26-35,0-1 yrs
1868,Engineering,Software Engineer,Male,36,Married,Bachelor's,90000.0,3,3,66,7,Yes,10,No,No,2020-11-11,High (65K-90K),36-45,2-3 yrs
1869,Sales,Sales Executive,Male,22,Single,Phd,70900.0,3,4,39,19,Yes,13,Yes,No,2020-04-10,High (65K-90K),18-25,2-3 yrs
1870,Marketing,Marketing Manager,Male,33,Married,Bachelor's,87100.0,3,3,23,3,No,12,No,No,2020-09-01,High (65K-90K),26-35,2-3 yrs
1871,Customer Support,Support Team Lead,Male,37,Married,High School,57500.0,2,3,27,1,No,10,No,Yes,2021-06-10,Medium (45K-65K),36-45,2-3 yrs
1872,Engineering,Software Engineer,Female,24,Divorced,Master's,111000.0,6,3,48,1,No,1,No,No,2017-05-04,Very High (90K+),18-25,4-7 yrs
1873,IT,IT Manager,Male,35,Married,Phd,135300.0,0,5,15,1,Yes,6,Yes,No,2023-07-19,Very High (90K+),26-35,0-1 yrs
1874,Operations,Operations Executive,Female,41,Single,Bachelor's,59800.0,6,4,55,17,No,18,No,No,2017-05-04,Medium (45K-65K),36-45,4-7 yrs
1875,Human Resources,Recruiter,Male,32,Divorced,Master's,64100.0,1,4,31,3,No,15,No,No,2022-12-16,Medium (45K-65K),26-35,0-1 yrs
1876,Engineering,Qa Engineer,Female,45,Divorced,Bachelor's,81800.0,1,4,30,2,No,5,No,No,2022-11-03,High (65K-90K),36-45,0-1 yrs
1877,Operations,Operations Executive,Male,34,Divorced,Bachelor's,48300.0,2,5,43,9,Yes,10,No,No,2021-10-11,Medium (45K-65K),26-35,2-3 yrs
1878,Customer Support,Support Team Lead,Female,37,Married,Bachelor's,62200.0,0,3,32,7,No,12,No,No,2023-04-03,Medium (45K-65K),36-45,0-1 yrs
1879,Operations,Operations Executive,Female,26,Divorced,Bachelor's,61000.0,7,3,18,4,No,11,No,No,2016-06-23,Medium (45K-65K),26-35,4-7 yrs
1880,IT,IT Manager,Female,40,Single,Master's,120600.0,7,4,47,1,Yes,14,Yes,Yes,2016-11-18,Very High (90K+),36-45,4-7 yrs
1881,Customer Support,Support Executive,Female,38,Married,Bachelor's,46500.0,1,3,45,1,No,12,Yes,No,2022-12-01,Medium (45K-65K),36-45,0-1 yrs
1882,Finance,Accountant,Female,24,Divorced,Bachelor's,70900.0,4,3,40,21,No,10,No,Yes,2019-09-11,High (65K-90K),18-25,4-7 yrs
1883,Human Resources,HR Manager,Male,44,Married,Master's,81200.0,0,3,41,4,No,8,No,No,2023-08-09,High (65K-90K),36-45,0-1 yrs
1884,Engineering,Software Engineer,Female,34,Single,Bachelor's,91400.0,5,5,38,1,Yes,18,No,No,2018-09-14,Very High (90K+),26-35,4-7 yrs
1885,Operations,Operations Manager,Female,25,Married,Bachelor's,82300.0,7,5,47,1,Yes,12,No,No,2016-09-09,High (65K-90K),18-25,4-7 yrs
1886,Sales,Sales Executive,Female,40,Divorced,Master's,64900.0,0,3,51,13,No,9,Yes,No,2023-06-15,Medium (45K-65K),36-45,0-1 yrs
1887,Customer Support,Support Team Lead,Female,35,Married,Phd,83900.0,3,4,46,1,Yes,19,Yes,No,2020-09-24,High (65K-90K),26-35,2-3 yrs
1888,IT,IT Support,Male,53,Single,Master's,76900.0,0,4,48,1,No,10,No,No,2023-10-10,High (65K-90K),46-60,0-1 yrs
1889,Engineering,Qa Engineer,Female,30,Single,Bachelor's,87500.0,4,2,44,12,No,14,No,Yes,2019-07-01,High (65K-90K),26-35,4-7 yrs
1890,Human Resources,Recruiter,Female,23,Married,Master's,60900.0,1,3,43,1,No,16,No,No,2022-07-03,Medium (45K-65K),18-25,0-1 yrs
1891,Operations,Operations Executive,Female,24,Married,Bachelor's,59600.0,6,3,36,1,No,17,No,No,2017-06-10,Medium (45K-65K),18-25,4-7 yrs
1892,Finance,Financial Analyst,Male,35,Divorced,Bachelor's,77900.0,13,3,40,4,No,14,No,No,2010-11-20,High (65K-90K),26-35,8+ yrs
1893,Operations,Operations Manager,Male,34,Single,Master's,87300.0,3,3,58,15,Yes,10,No,Yes,2020-04-16,High (65K-90K),26-35,2-3 yrs
1894,Finance,Financial Analyst,Female,45,Divorced,Phd,86900.0,2,3,17,12,No,13,No,No,2021-04-29,High (65K-90K),36-45,2-3 yrs
1895,IT,System Administrator,Female,20,Divorced,High School,58000.0,0,2,37,23,Yes,8,Yes,No,2023-03-23,Medium (45K-65K),18-25,0-1 yrs
1896,Operations,Operations Executive,Male,30,Divorced,Master's,60100.0,3,4,39,6,Yes,11,No,No,2020-11-02,Medium (45K-65K),26-35,2-3 yrs
1897,Engineering,Senior Engineer,Male,20,Single,Bachelor's,134000.0,2,3,51,3,Yes,8,No,No,2021-03-20,Very High (90K+),18-25,2-3 yrs
1898,Marketing,Marketing Executive,Male,27,Divorced,Bachelor's,63800.0,3,3,49,1,Yes,8,No,No,2020-08-27,Medium (45K-65K),26-35,2-3 yrs
1899,Marketing,Marketing Executive,Female,47,Divorced,Bachelor's,60500.0,2,4,33,1,No,10,No,No,2021-07-25,Medium (45K-65K),46-60,2-3 yrs
1900,Customer Support,Support Executive,Female,38,Single,Master's,53900.0,10,2,25,18,Yes,16,No,Yes,2013-10-27,Medium (45K-65K),36-45,8+ yrs
1901,Finance,Finance Manager,Male,33,Single,Bachelor's,87100.0,3,4,37,1,No,14,No,No,2020-10-10,High (65K-90K),26-35,2-3 yrs
1902,IT,System Administrator,Male,33,Divorced,Bachelor's,67800.0,3,3,55,36,Yes,17,No,Yes,2020-08-17,High (65K-90K),26-35,2-3 yrs
1903,Finance,Finance Manager,Male,42,Divorced,Master's,96600.0,0,4,22,1,Yes,12,No,No,2023-05-24,Very High (90K+),36-45,0-1 yrs
1904,IT,IT Support,Female,48,Divorced,Bachelor's,64200.0,1,3,27,11,Yes,6,No,No,2022-11-17,Medium (45K-65K),46-60,0-1 yrs
1905,Customer Support,Support Team Lead,Female,27,Married,Bachelor's,54100.0,0,4,41,4,Yes,12,No,No,2023-06-22,Medium (45K-65K),26-35,0-1 yrs
1906,Human Resources,HR Executive,Male,40,Married,Master's,64000.0,8,3,27,16,Yes,10,No,No,2015-08-12,Medium (45K-65K),36-45,8+ yrs
1907,Marketing,Content Strategist,Male,29,Married,High School,54400.0,3,3,47,7,Yes,12,No,No,2020-04-04,Medium (45K-65K),26-35,2-3 yrs
1908,IT,System Administrator,Female,40,Divorced,Bachelor's,64700.0,3,4,29,14,Yes,13,No,Yes,2020-08-18,Medium (45K-65K),36-45,2-3 yrs
1909,Sales,Account Manager,Female,30,Divorced,Bachelor's,76200.0,1,4,27,2,No,1,Yes,No,2022-07-04,High (65K-90K),26-35,0-1 yrs
1910,Operations,Operations Manager,Male,32,Single,Bachelor's,80300.0,14,5,31,14,No,12,No,No,2009-06-10,High (65K-90K),26-35,8+ yrs
1911,Customer Support,Support Executive,Female,60,Single,High School,37400.0,4,3,60,1,Yes,15,No,Yes,2019-03-25,Low (<45K),46-60,4-7 yrs
1912,Operations,Operations Executive,Female,20,Divorced,Bachelor's,48700.0,1,3,48,2,Yes,14,No,No,2022-04-04,Medium (45K-65K),18-25,0-1 yrs
1913,Human Resources,HR Manager,Male,43,Single,Bachelor's,84100.0,7,4,60,9,No,10,No,No,2016-08-30,High (65K-90K),36-45,4-7 yrs
1914,Sales,Account Manager,Male,29,Divorced,Bachelor's,82300.0,9,5,43,4,No,10,No,No,2014-10-27,High (65K-90K),26-35,8+ yrs
1915,Customer Support,Support Executive,Male,37,Single,Bachelor's,45800.0,0,3,49,2,No,7,No,No,2023-11-02,Medium (45K-65K),36-45,0-1 yrs
1916,Marketing,Marketing Manager,Male,20,Divorced,Bachelor's,81100.0,0,1,36,3,No,8,No,Yes,2023-04-13,High (65K-90K),18-25,0-1 yrs
1917,Sales,Sales Manager,Female,41,Single,Master's,86200.0,0,2,42,3,No,13,No,Yes,2023-12-30,High (65K-90K),36-45,0-1 yrs
1918,Customer Support,Support Executive,Male,30,Single,High School,38700.0,6,3,27,7,Yes,10,No,No,2017-10-31,Low (<45K),26-35,4-7 yrs
1919,Operations,Operations Executive,Male,30,Married,Master's,68600.0,4,3,59,6,No,10,No,No,2019-04-03,High (65K-90K),26-35,4-7 yrs
1920,Marketing,Marketing Executive,Female,24,Single,Master's,74800.0,6,3,53,17,No,13,No,No,2017-09-23,High (65K-90K),18-25,4-7 yrs
1921,Human Resources,HR Executive,Male,49,Married,Bachelor's,56400.0,7,3,44,1,No,14,No,No,2016-05-02,Medium (45K-65K),46-60,4-7 yrs
1922,Marketing,Marketing Executive,Male,42,Divorced,Master's,66200.0,0,4,32,1,Yes,7,No,No,2023-06-11,High (65K-90K),36-45,0-1 yrs
1923,IT,IT Support,Male,44,Single,Bachelor's,74400.0,4,1,7,14,No,10,No,Yes,2019-12-07,High (65K-90K),36-45,4-7 yrs
1924,Customer Support,Support Team Lead,Female,32,Married,Master's,71500.0,9,3,45,1,No,12,No,No,2014-10-17,High (65K-90K),26-35,8+ yrs
1925,Engineering,Senior Engineer,Male,43,Divorced,Bachelor's,133100.0,2,3,18,1,Yes,20,No,No,2021-11-10,Very High (90K+),36-45,2-3 yrs
1926,Engineering,Senior Engineer,Female,45,Single,Master's,139900.0,5,4,55,1,Yes,10,Yes,No,2018-09-26,Very High (90K+),36-45,4-7 yrs
1927,Engineering,Qa Engineer,Male,37,Married,Bachelor's,97900.0,7,4,58,1,No,16,No,No,2016-09-06,Very High (90K+),36-45,4-7 yrs
1928,Finance,Accountant,Male,36,Single,High School,65900.0,2,3,22,3,No,11,No,No,2021-07-06,High (65K-90K),36-45,2-3 yrs
1929,IT,IT Support,Male,33,Single,High School,75700.0,10,2,44,3,No,12,No,No,2013-08-13,High (65K-90K),26-35,8+ yrs
1930,Human Resources,HR Manager,Male,31,Married,Phd,97600.0,1,3,29,12,Yes,1,No,No,2022-10-27,Very High (90K+),26-35,0-1 yrs
1931,Customer Support,Support Team Lead,Female,25,Divorced,Bachelor's,59000.0,2,4,8,5,No,9,No,No,2021-03-08,Medium (45K-65K),18-25,2-3 yrs
1932,IT,IT Support,Female,45,Single,Bachelor's,73500.0,3,4,26,21,Yes,8,No,No,2020-09-26,High (65K-90K),36-45,2-3 yrs
1933,Finance,Finance Manager,Male,40,Divorced,High School,79800.0,5,5,64,7,No,24,No,No,2018-09-21,High (65K-90K),36-45,4-7 yrs
1934,Engineering,Software Engineer,Male,40,Divorced,Bachelor's,80200.0,2,4,26,1,No,2,No,No,2021-11-02,High (65K-90K),36-45,2-3 yrs
1935,IT,IT Support,Male,41,Single,Bachelor's,72400.0,1,5,86,1,Yes,11,No,Yes,2022-08-06,High (65K-90K),36-45,0-1 yrs
1936,Sales,Account Manager,Male,22,Married,Phd,96500.0,1,3,60,13,No,17,No,No,2022-11-24,Very High (90K+),18-25,0-1 yrs
1937,Engineering,Qa Engineer,Female,28,Married,Bachelor's,94600.0,1,4,37,7,No,9,Yes,No,2022-03-15,Very High (90K+),26-35,0-1 yrs
1938,Finance,Finance Manager,Female,35,Married,Master's,120300.0,4,4,40,4,No,13,Yes,No,2019-09-12,Very High (90K+),26-35,4-7 yrs
1939,Marketing,Content Strategist,Male,36,Divorced,Bachelor's,57600.0,0,3,45,2,Yes,2,No,Yes,2023-08-12,Medium (45K-65K),36-45,0-1 yrs
1940,Engineering,Engineering Manager,Female,20,Single,High School,107200.0,2,5,40,14,No,6,No,Yes,2021-06-27,Very High (90K+),18-25,2-3 yrs
1941,Customer Support,Support Executive,Female,23,Single,Master's,56200.0,5,3,58,1,No,12,No,No,2018-12-04,Medium (45K-65K),18-25,4-7 yrs
