EmployeeID,Department,JobRole,Gender,Age,MaritalStatus,Education,Salary,YearsAtCompany,PerformanceRating,TrainingHours,DistanceFromHome,OverTime,ProjectTasks,Promotion,Attrition,HireDate
1385,Finance,Financial Analyst,Female,30.0,Single,Bachelor's,77900.0,8,3.0,61.0,1,No,10,No,No,2015-11-01
1904,IT,IT Support,female,48.0,Divorced,Bachelor's,64200.0,1,3.0,27.0,11,Yes,6,No,No,2022-11-17
2420,Operations,Operations Manager,Male,20.0,Single,Bachelor's,70100.0,0,4.0,43.0,4,No,17,No,No,2023-03-31
1371,Human Resources,HR Manager,Female,20.0,Married,Bachelor's,67900.0,1,5.0,28.0,13,No,11,Yes,Y,2022-12-12
1673,Sales,Sales Manager,Female,26.0,Married,Bachelor's,86600.0,5,3.0,35.0,6,No,12,No,Yes,2018-07-31
1515,Operations,Operations Manager,Female,28.0,Married,High School,64300.0,5,4.0,20.0,1,No,10,No,No,2018-04-21
2423,Sales,Sales Manager,Female,47.0,Single,Master's,92300.0,7,3.0,42.0,10,No,9,No,No,2016-07-20
1120,CUSTOMER SUPPORT,Support Executive,Male,27.0,Married,Master's,47700.0,3,5.0,23.0,1,No,11,No,No,2020-07-26
1472,Marketing, Content Strategist  ,Male,23.0,Married,High School,57800.0,2,3.0,48.0,1,No,20,No,No,2021-06-16
2408,SALES,Sales Manager,Male,29.0,Single,Master's,91200.0,2,4.0,21.0,4,No,9,No,No,2021-05-12
2489,Human Resources,Recruiter,Male,20.0,Married,Bachelor's,51100.0,2,2.0,25.0,5,Yes,12,No,Yes,2021-09-24
1230,Human Resources,Recruiter,Male,30.0,Single,Bachelor's,50600.0,4,3.0,23.0,3,No,9,No,No,2019-04-30
1811,Engineering,QA Engineer,Male,52.0,Divorced,High School,72800.0,3,3.0,55.0,2,No,4,No,No,2020-04-16
1065,Customer Support,Support Executive,Male,28.0,Married,Bachelor's,47000.0,7,3.0,36.0,4,No,10,No,No,2016-08-14
2275,Sales,Account Manager,Female,29.0,Single,Bachelor's,81800.0,2,2.0,31.0,2,No,12,No,Yes,2021-09-02
1507,Human Resources,HR Executive,Female,37.0,Married,Bachelor's,55000.0,1,3.0,22.0,7,No,5,No,No,2022-10-07
1656,IT,System Administrator,Female,20.0,Single,Bachelor's,65300.0,2,2.0,78.0,6,No,6,No,No,2021-05-20
1165,Engineering,Software Engineer,Male,44.0,Divorced,Master's,108900.0,4,3.0,57.0,1,Yes,10,No,Yes,2019-06-27
1200,Sales,Sales Executive,Male,22.0,Married,Master's,62600.0,4,5.0,52.0,5,No,16,No,No,2019-04-25
1777,Engineering,Engineering Manager,Male,35.0,Married,Bachelor's,120000.0,1,3.0,47.0,15,No,8,Yes,No,2022-05-09
1677,IT,IT Support,Male,26.0,Single,PhD,86400.0,1,3.0,39.0,13,No,10,No,No,2022-11-19
2373,Operations,Operations Manager,Female,23.0,Married,Master's,85100.0,1,4.0,34.0,6,Yes,14,Yes,Yes,2022-09-22
1451,Finance,Finance Manager,Male,50.0,Single,Bachelor's,92800.0,5,3.0,60.0,10,No,13,No,No,2018-11-02
1448,Sales,Sales Manager,Male,50.0,Single,High School,70400.0,0,4.0,35.0,25,No,5,No,Yes,2023-07-05
1074,Marketing,Content Strategist,Female,34.0,Divorced,Bachelor's,70300.0,9,4.0,3.0,2,No,8,No,No,2014-09-17
2035,Human Resources,HR Executive,Female,25.0,Married,Master's,59100.0,5,3.0,34.0,7,Yes,6,No,Yes,2018-04-25
1602,Sales,Sales Manager,male,27.0,Married,Master's,98800.0,2,4.0,23.0,10,No,10,No,No,2021-03-11
1082,Sales,Sales Manager,Male,42.0,Married,Bachelor's,77500.0,1,2.0,39.0,3,No,13,Yes,No,2022-03-30
1249,Sales,Account Manager,Male,38.0,Married,Master's,92100.0,1,3.0,57.0,5,No,7,No,Yes,2022-06-06
1539,Human Resources,HR Manager,Male,41.0,Married,Bachelor's,81800.0,13,4.0,67.0,1,No,18,No,No,2010-12-06
1698,CUSTOMER SUPPORT,Support Team Lead,female,30.0,Married,Bachelor's,63800.0,8,2.0,68.0,5,No,9,No,No,01/06/2015
1923,IT,IT Support,Male,44.0,Single,Bachelor's,74400.0,4,1.0,7.0,14,No,10,No,Yes,2019-12-07
1201,Engineering,QA Engineer,Male,38.0,Divorced,Master's,111200.0,4,3.0,46.0,1,No,10,No,No,2019-07-14
1229,Sales,Account Manager,Male,50.0,Divorced,Master's,104500.0,5,5.0,31.0,1,Yes,13,Yes,Yes,2018-09-06
2023,Marketing,Marketing Manager,Female,31.0,Married,Bachelor's,84400.0,10,4.0,32.0,11,No,1,Yes,Yes,2013-05-16
1956,Human Resources,Recruiter,Male,42.0,Married,Master's,57800.0,0,2.0,43.0,5,No,8,No,Yes,2023-07-22
1377,Finance,Finance Manager,Female,30.0,Divorced,Bachelor's,95600.0,6,4.0,,1,Yes,9,Yes,No,2017-07-09
1834,Finance,Accountant,Male,27.0,Married,Master's,92700.0,9,2.0,22.0,1,Yes,13,No,Yes,2014-07-21
1672,Operations,Operations Manager,Male,36.0,Married,Master's,89800.0,1,3.0,51.0,26,No,16,No,No,2022-12-23
1684,Finance,Accountant,Male,31.0,Divorced,Master's,73300.0,3,3.0,41.0,7,Yes,19,No,Yes,2020-09-28
1196,Finance,Financial Analyst,Female,32.0,Single,Bachelor's,64500.0,3,4.0,37.0,5,Yes,16,No,No,2020-10-23
1882,Finance,Accountant,Female,24.0,Divorced,Bachelor's,70900.0,4,3.0,40.0,21,No,10,No,Y,2019-09-11
2315,Finance,Finance Manager,Female,35.0,Single,PhD,117500.0,2,4.0,38.0,8,No,13,Yes,No,2021-11-17
1010,Marketing,Content Strategist,Female,42.0,Single,Master's,76600.0,6,3.0,36.0,1,No,9,No,No,2017-12-09
2128,Finance,Financial Analyst,female,40.0,Single,Master's,75900.0,3,3.0,52.0,9,Yes,6,No,Yes,2020-04-22
1942,Sales,Sales Manager,male,43.0,Single,PhD,94700.0,3,3.0,36.0,7,No,5,No,No,2020-03-09
1446,IT,IT Manager,Male,44.0,Single,High School,87400.0,4,3.0,49.0,16,No,5,No,No,2019-03-14
1426,Human Resources,Recruiter,Female,38.0,Married,Bachelor's,52800.0,0,3.0,48.0,1,No,12,No,No,2023-06-03
2199,IT,IT Support,Male,21.0,Single,Bachelor's,70500.0,0,2.0,19.0,4,No,14,No,No,2023-05-12
2041,Customer Support,Support Team Lead,Female,37.0,Single,Bachelor's,58800.0,0,3.0,25.0,1,Yes,10,No,Yes,2023-08-06
1553,Customer Support,Support Team Lead,Female,24.0,Divorced,Bachelor's,64500.0,0,4.0,76.0,1,No,12,No,No,2023-09-16
2042,Finance,Finance Manager,Male,24.0,,Master's,110400.0,2,4.0,40.0,1,No,8,No,No,2021-07-06
1412,Finance,Finance Manager,Female,20.0,Divorced,Master's,116800.0,2,3.0,41.0,3,No,14,No,No,2021-08-25
1189,IT,IT Support,Female,29.0,Divorced,Bachelor's,73800.0,10,4.0,32.0,29,Yes,7,Yes,Yes,2013-10-18
2393,Marketing,Marketing Executive,Female,20.0,Single,Bachelor's,56300.0,2,4.0,37.0,5,No,13,No,No,2021-12-18
1516,Marketing,Marketing Executive,Female,37.0,Single,Master's,73700.0,2,5.0,11.0,6,No,11,Yes,No,2021-07-11
1214,IT,IT Manager,Male,28.0,Single,Bachelor's,104800.0,5,3.0,6.0,15,Yes,9,No,No,2018-11-06
1543,Finance,Finance Manager,Female,29.0,Divorced,Bachelor's,89300.0,2,3.0,36.0,3,No,10,No,No,2021-08-10
2369,Engineering,Engineering Manager,Male,23.0,Single,Master's,161100.0,5,3.0,32.0,2,No,19,Yes,Yes,2018-07-12
1612,Finance,Accountant,Male,45.0,Married,Bachelor's,61100.0,1,2.0,26.0,6,No,13,No,Y,2022-12-05
2049,ENGINEERING,Engineering Manager,Female,30.0,Married,Master's,130800.0,0,3.0,1.0,3,Yes,11,No,Yes,2023-09-12
1088,Operations,Operations Executive,Male,29.0,Divorced,Bachelor's,53100.0,6,3.0,31.0,5,No,7,No,No,2017-09-02
2345,Human Resources,HR Executive,Female,37.0,Divorced,PhD,69900.0,7,5.0,50.0,25,No,13,No,No,2016-09-03
1852,Sales, Account Manager  ,Female,22.0,Single,PhD,106600.0,0,2.0,50.0,4,No,7,No,No,2023-09-03
2210,Engineering, QA Engineer  ,Female,38.0,Single,Master's,110800.0,7,2.0,47.0,9,Yes,8,No,Yes,2016-10-13
1590,HUMAN RESOURCES,Recruiter,Female,43.0,Married,High School,49400.0,8,4.0,47.0,3,No,9,No,No,2015-10-01
2259,Customer Support,Support Executive,Female,26.0,Married,,39500.0,2,3.0,47.0,2,Yes,13,No,No,2021-12-19
1066,Sales,Account Manager,Female,34.0,Married,High School,66000.0,3,4.0,59.0,7,No,15,No,No,2020-04-25
1304,Customer Support,Support Executive,Male,36.0,Single,Bachelor's,47800.0,5,4.0,52.0,18,Yes,10,No,No,2018-12-13
2182,IT,System Administrator,Female,41.0,Married,Bachelor's,72000.0,0,3.0,35.0,15,No,10,Yes,No,2023-09-04
2258,Marketing,Marketing Executive,Male,21.0,Single,Bachelor's,57200.0,2,5.0,49.0,1,No,10,No,No,2021-07-18
2443,Customer Support,Support Executive,Female,44.0,Married,Master's,47400.0,0,3.0,24.0,15,No,16,No,No,2023-03-24
1749,Operations,Operations Executive,Female,26.0,Single,Master's,54500.0,0,3.0,42.0,14,Yes,16,No,No,2023-10-09
1990,Sales,Sales Executive,Female,40.0,Married,PhD,76600.0,11,3.0,51.0,13,Yes,8,No,No,2012-04-12
2231,Human Resources,HR Executive,male,27.0,Divorced,Bachelor's,48700.0,4,3.0,,25,Yes,15,No,No,2019-09-08
1478,Marketing,Marketing Manager,Female,28.0,Single,Bachelor's,98300.0,8,4.0,35.0,6,No,15,Yes,No,2015-12-17
1872,Engineering,Software Engineer,female,24.0,Divorced,Master's,111000.0,6,3.0,48.0,1,No,1,No,No,2017-05-04
2318,Human Resources,HR Manager,Male,40.0,Divorced,High School,62100.0,0,3.0,11.0,10,Yes,14,No,No,2023-11-14
1436,SALES,Sales Manager,Female,41.0,Married,Master's,95200.0,4,3.0,41.0,2,Yes,9,No,No,2019-08-22
1794,OPERATIONS,Operations Executive,Female,36.0,Single,Master's,66200.0,4,2.0,28.0,4,No,11,No,No,2019-11-30
1496,Finance,Finance Manager,Male,30.0,Divorced,Bachelor's,82300.0,0,4.0,58.0,6,Yes,9,No,No,2023-06-12
1806,Sales,Sales Executive,Male,35.0,Married,Bachelor's,66700.0,9,3.0,60.0,3,No,7,No,No,2014-10-04
2004,Sales,Account Manager,female,27.0,Married,PhD,107200.0,1,2.0,38.0,1,Yes,17,No,No,2022-07-02
1867,Engineering,Senior Engineer,Male,28.0,Married,Bachelor's,123800.0,1,4.0,0.0,3,No,11,No,No,2022-11-07
1853,Human Resources,HR Manager,Female,26.0,Single,Bachelor's,75700.0,0,4.0,43.0,2,No,9,No,No,2023-03-12
1835,IT,System Administrator,Male,37.0,Single,Bachelor's,76100.0,4,2.0,59.0,9,Yes,14,No,No,2019-06-21
1573,OPERATIONS,Operations Manager,Female,34.0,Married,Bachelor's,76900.0,6,3.0,46.0,8,No,17,No,No,2017-12-30
2036,IT,IT Support,Female,54.0,Single,Master's,84600.0,9,5.0,65.0,8,Yes,2,No,No,2014-09-03
2455,IT,System Administrator,Female,29.0,Married,PhD,95700.0,3,3.0,35.0,16,Yes,6,No,No,2020-06-23
2074,Human Resources,Recruiter,Male,34.0,Single,PhD,77100.0,9,2.0,21.0,30,No,11,No,No,09/06/2014
1685,Operations,Operations Executive,Female,46.0,Married,Master's,69800.0,8,5.0,37.0,1,No,13,No,No,2015-05-26
1476,Sales,Sales Executive,Male,36.0,Married,High School,59200.0,8,3.0,8.0,12,No,11,No,No,2015-05-11
1521,IT,System Administrator,Male,32.0,Divorced,Master's,79200.0,1,4.0,52.0,10,No,1,No,No,2022-11-08
1351,Operations,Operations Executive,Male,41.0,Married,Bachelor's,58700.0,4,3.0,34.0,33,Yes,5,No,No,2019-08-03
1918,Customer Support,Support Executive,Male,30.0,Single,High School,38700.0,6,3.0,27.0,7,Yes,10,No,No,2017-10-31
1970,Finance,Finance Manager,Female,36.0,Divorced,Bachelor's,115400.0,14,2.0,43.0,4,No,9,No,No,2009-12-12
1764,IT,IT Support,Female,41.0,Single,Bachelor's,70600.0,8,3.0,42.0,3,No,13,Yes,No,2015-07-09
1676,Marketing, Marketing Manager  ,male,28.0,Married,Master's,114800.0,10,2.0,17.0,1,No,7,Yes,No,13/07/2013
2363,Engineering,Engineering Manager,Female,56.0,Divorced,Bachelor's,155600.0,14,3.0,60.0,16,No,10,No,Yes,2009-10-11
2483,Operations,Operations Executive,Male,45.0,Divorced,High School,51400.0,4,5.0,39.0,40,No,14,Yes,No,2019-05-09
1281,Sales,Account Manager,female,28.0,Divorced,Bachelor's,72700.0,0,4.0,12.0,7,No,12,No,No,2023-05-20
1330,IT,IT Support,Male,33.0,Single,Master's,80100.0,2,4.0,36.0,1,Yes,3,No,No,2021-11-21
1121,Customer Support,Support Executive,Female,20.0,Single,Bachelor's,42100.0,2,4.0,39.0,6,No,7,No,No,2021-11-04
1014,Finance,Financial Analyst,Male,34.0,Divorced,Bachelor's,58900.0,0,5.0,18.0,5,No,16,No,No,2023-11-05
1938,Finance,Finance Manager,Female,35.0,Married,Master's,120300.0,4,4.0,40.0,4,No,13,Yes,No,2019-09-12
2066,Sales,Sales Manager,female,39.0,Married,Bachelor's,82300.0,3,4.0,45.0,4,Yes,15,No,Yes,2020-04-19
1829,Finance,Accountant,Male,39.0,Divorced,Master's,,0,3.0,50.0,4,No,14,No,No,2023-05-12
1760,IT,System Administrator,Female,29.0,Divorced,Master's,86000.0,7,5.0,48.0,1,No,6,No,No,2016-10-11
1650,Marketing,Content Strategist,Female,23.0,Married,PhD,89000.0,5,4.0,47.0,14,No,10,No,No,2018-10-11
1668,Human Resources,HR Manager,Female,43.0,Married,Bachelor's,76600.0,4,4.0,47.0,45,Yes,12,No,No,2019-08-13
2123,Finance,Financial Analyst,Male,37.0,Married,Master's,79700.0,3,3.0,45.0,3,No,11,No,No,2020-04-10
2253,Human Resources,Recruiter,Male,44.0,Single,Master's,63100.0,4,2.0,38.0,13,No,7,Yes,No,08/05/2019
1576,Operations,Operations Executive,Male,25.0,Divorced,Master's,61500.0,3,3.0,35.0,4,No,10,Yes,No,2020-03-31
1784,Human Resources,HR Manager,Male,31.0,Divorced,Bachelor's,77700.0,13,1.0,15.0,2,Yes,14,No,Yes,05/07/2010
1257,Engineering,Senior Engineer,Male,41.0,Married,Master's,150500.0,5,3.0,44.0,1,No,7,No,No,2018-09-30
1191,Finance,Finance Manager,Male,35.0,Married,Master's,110000.0,1,3.0,41.0,1,No,16,No,No,2022-03-28
2283,Engineering,QA Engineer,Female,29.0,Married,Bachelor's,88900.0,3,5.0,,1,No,12,No,No,2020-05-03
1335,Engineering,Software Engineer,Female,200.0,Single,Bachelor's,91300.0,2,5.0,16.0,7,No,15,Yes,No,2021-05-30
1030,Operations,Operations Manager,Female,45.0,Single,PhD,88200.0,0,4.0,43.0,1,No,15,No,No,2023-11-09
1032,Operations,Operations Manager,Female,46.0,Married,Master's,88600.0,1,2.0,28.0,10,No,7,No,Yes,2022-10-27
1094,Operations,Operations Executive,Female,49.0,Single,PhD,64700.0,0,2.0,60.0,6,No,6,No,No,2023-04-05
2425,Operations,Operations Executive,Female,38.0,Single,Master's,57400.0,1,3.0,35.0,5,No,6,No,No,2022-04-23
1041,Finance,Accountant,Male,,Divorced,,75000.0,8,3.0,97.0,9,No,12,No,No,2015-09-25
1017,Finance, Finance Manager  ,Male,30.0,Married,PhD,138900.0,11,4.0,47.0,13,No,10,Yes,No,2012-12-02
2298,ENGINEERING,Senior Engineer,Male,40.0,Divorced,Master's,,10,4.0,43.0,8,No,12,No,No,2013-04-23
1759,Human Resources,HR Executive,Male,26.0,Single,Bachelor's,58900.0,8,3.0,30.0,9,No,8,No,No,2015-04-13
2105,MARKETING,Marketing Executive,Male,40.0,Married,Master's,74300.0,3,3.0,23.0,1,No,12,No,No,2020-08-04
1800,Marketing,Content Strategist,female,25.0,Married,Master's,74300.0,6,2.0,43.0,1,No,9,No,No,2017-04-12
2194,Sales,Sales Manager,Male,37.0,Married,Master's,91100.0,5,2.0,51.0,7,No,9,No,No,2018-04-04
2438,Sales,Account Manager,Male,32.0,Single,Master's,96300.0,5,4.0,50.0,7,No,15,No,Yes,2018-05-31
2269,Operations,Operations Executive,Female,26.0,Divorced,Bachelor's,51900.0,1,3.0,50.0,2,No,4,No,No,2022-10-13
1250,Operations,Operations Executive,Female,33.0,Divorced,Bachelor's,59200.0,10,4.0,32.0,4,No,7,No,No,2013-05-03
2334,Finance, Finance Manager  ,Female,45.0,Married,Bachelor's,89200.0,0,4.0,,1,No,19,No,No,2023-09-26
2082,IT,IT Manager,Female,20.0,Married,PhD,132700.0,2,5.0,37.0,1,No,13,Yes,No,2021-12-14
2498,IT,IT Manager,Male,38.0,Single,Bachelor's,98800.0,7,3.0,41.0,3,No,5,No,No,2016-07-19
2311,Operations, Operations Executive  ,Female,24.0,Single,Bachelor's,57000.0,0,4.0,44.0,4,No,9,No,Yes,2023-03-16
1732,Sales,Sales Executive,Male,24.0,Single,High School,54500.0,6,5.0,47.0,7,Yes,9,No,No,2017-05-24
1615,Finance,Financial Analyst,Male,31.0,Single,,63900.0,0,4.0,46.0,1,No,22,No,No,2023-04-28
1328,IT,IT Manager,Male,42.0,Single,Master's,105400.0,3,3.0,36.0,8,No,2,No,No,2020-03-24
2488,Human Resources,HR Executive,Female,33.0,Married,Bachelor's,56600.0,8,4.0,32.0,3,No,21,Yes,No,2015-09-25
1169,Customer Support,Support Executive,Male,40.0,Single,Bachelor's,45700.0,0,3.0,42.0,9,No,11,No,No,2023-06-30
1497,SALES,Account Manager,Male,44.0,Single,Bachelor's,70600.0,1,1.0,20.0,11,No,17,No,Yes,2022-09-10
2029,Marketing,Content Strategist,Male,30.0,Divorced,Master's,68300.0,2,5.0,52.0,1,No,8,No,No,2021-11-24
1465,Engineering,Software Engineer,male,38.0,Divorced,Bachelor's,97600.0,5,3.0,35.0,15,No,10,No,No,2018-11-11
1194,IT,System Administrator,Female,29.0,Married,Master's,89700.0,4,3.0,47.0,7,No,6,No,No,24/08/2019
1372,Marketing,Marketing Manager,Female,41.0,Single,Bachelor's,91200.0,11,4.0,16.0,8,No,11,Yes,No,2012-10-25
2061,Finance,Financial Analyst,Male,26.0,Divorced,Bachelor's,62700.0,3,5.0,34.0,21,Yes,9,No,Yes,2020-04-18
1537,Engineering,Software Engineer,Female,29.0,Single,Master's,99100.0,4,3.0,44.0,1,Yes,16,No,No,2019-08-10
1980,Customer Support,Support Executive,Female,32.0,Divorced,Bachelor's,46400.0,7,3.0,35.0,4,Yes,14,Yes,No,2016-08-30
1788,Finance,Finance Manager,Female,43.0,Single,Bachelor's,119800.0,25,4.0,69.0,4,No,21,No,No,1998-08-31
1564,IT,IT Manager,Female,29.0,Divorced,Bachelor's,97600.0,3,3.0,46.0,7,No,13,No,No,2020-04-27
2149,Sales,Sales Manager,Female,41.0,Divorced,Master's,81300.0,1,4.0,46.0,2,No,6,Yes,No,2022-05-10
1710,Sales,Sales Manager,Male,46.0,Divorced,Bachelor's,77700.0,0,5.0,,4,No,9,No,No,2023-03-10
2500,Sales,Sales Executive,Male,30.0,Married,High School,50700.0,1,3.0,38.0,3,No,6,No,No,2022-03-15
1144,Sales,Account Manager,Male,45.0,Married,Master's,95900.0,0,2.0,20.0,6,Yes,11,No,Yes,2023-10-09
1409,Marketing,Content Strategist,Male,23.0,Married,High School,56700.0,1,4.0,49.0,10,No,11,Yes,No,2022-10-13
1888,IT,IT Support,Male,53.0,Single,Master's,76900.0,0,4.0,48.0,1,No,10,No,No,2023-10-10
1035,Customer Support,Support Executive,Female,35.0,Divorced,Master's,51100.0,4,3.0,61.0,1,No,8,No,No,2019-10-15
2159,OPERATIONS,Operations Executive,Male,55.0,Single,Master's,62800.0,5,5.0,68.0,8,No,20,Yes,No,2018-05-04
2327,Operations,Operations Executive,Male,27.0,Married,Bachelor's,50100.0,0,3.0,50.0,29,No,10,No,No,2023-12-04
1399,Sales,Account Manager,Female,39.0,Divorced,Master's,94400.0,2,3.0,57.0,2,No,14,No,No,2021-04-07
1754,Finance,Financial Analyst,Male,24.0,Divorced,Bachelor's,64600.0,6,3.0,53.0,7,Yes,11,No,Yes,2017-08-23
2289,Marketing,Marketing Executive,Male,25.0,Married,Master's,72900.0,3,2.0,78.0,1,No,14,No,Yes,2020-04-27
1166,Customer Support,Support Team Lead,Female,27.0,Married,Master's,68700.0,6,3.0,46.0,5,No,13,No,No,2017-12-20
2217,Finance,Finance Manager,Male,40.0,Single,Bachelor's,99200.0,4,4.0,46.0,1,No,13,No,No,07/11/2019
1106,Marketing,Content Strategist,Male,44.0,Married,Bachelor's,58900.0,3,5.0,35.0,13,No,15,Yes,No,2020-04-01
1604,Sales,Sales Executive,Female,45.0,Single,PhD,83000.0,14,4.0,49.0,8,No,7,No,N,2009-11-11
2394,IT,IT Support,Male,49.0,Married,Master's,91200.0,13,5.0,26.0,7,No,11,No,No,2010-07-28
1585,Operations,Operations Manager,Male,20.0,Married,Master's,84400.0,2,1.0,34.0,6,No,13,No,No,2021-12-11
2413,Human Resources,Recruiter,Female,37.0,Married,Master's,54800.0,1,2.0,29.0,22,Yes,11,No,Yes,2022-05-13
2392,Finance,Finance Manager,Male,20.0,Married,PhD,114700.0,0,4.0,47.0,4,No,7,Yes,No,2023-04-18
2401,Sales,Account Manager,Female,40.0,,Bachelor's,83900.0,0,2.0,39.0,10,No,17,No,No,2023-10-23
1580,Operations,Operations Executive,Male,34.0,Married,High School,44800.0,4,4.0,29.0,1,Yes,16,No,No,2019-12-26
1293,ENGINEERING,Engineering Manager,Male,42.0,Divorced,Master's,140700.0,1,5.0,21.0,4,No,12,No,No,10/12/2022
1756,Sales,Account Manager,Female,35.0,Single,Bachelor's,,0,4.0,60.0,1,No,5,No,No,2023-03-10
1895,IT,System Administrator,Female,20.0,Divorced,High School,58000.0,0,2.0,37.0,23,Yes,8,Yes,No,2023-03-23
1190,IT,IT Manager,Male,30.0,Married,Bachelor's,108500.0,7,4.0,84.0,10,No,11,Yes,No,2016-10-24
1912,Operations,Operations Executive,Female,20.0,Divorced,Bachelor's,48700.0,1,3.0,48.0,2,Yes,14,No,No,2022-04-04
2025,IT,IT Support,Male,35.0,Married,Bachelor's,69600.0,3,5.0,40.0,24,No,6,Yes,No,2020-12-06
1664,Finance,Accountant,Male,31.0,Single,PhD,101100.0,12,2.0,31.0,1,No,8,No,No,2011-08-10
2332,Finance,Finance Manager,Female,48.0,Married,Master's,106500.0,3,5.0,52.0,11,No,14,No,No,2020-12-10
1544,Marketing,Marketing Executive,Male,24.0,Single,Bachelor's,57700.0,6,3.0,23.0,27,Yes,13,No,Yes,2017-03-17
2386,Customer Support,Support Executive,male,45.0,Married,PhD,54800.0,1,2.0,24.0,1,No,13,No,Yes,2022-09-04
1596,Sales,Account Manager,Female,43.0,Married,Master's,92500.0,4,3.0,53.0,2,No,8,No,No,2019-04-01
1449,Sales,Account Manager,Female,45.0,Divorced,Bachelor's,80900.0,1,2.0,34.0,30,No,8,No,Yes,2022-10-02
2024,Operations,Operations Executive,Female,23.0,Single,PhD,,0,2.0,49.0,9,Yes,3,No,Yes,2023-07-20
1076,SALES,Sales Executive,Male,20.0,Single,Bachelor's,60000.0,0,4.0,19.0,8,No,14,No,No,22/09/2023
1563,IT,IT Support,Female,26.0,Married,Bachelor's,78400.0,4,5.0,36.0,8,Yes,11,No,No,27/05/2019
1567,Engineering,Senior Engineer,Male,34.0,Married,Bachelor's,128000.0,0,4.0,32.0,6,Yes,12,No,No,2023-03-16
1921,Human Resources,HR Executive,Male,49.0,Married,Bachelor's,56400.0,7,3.0,44.0,1,No,14,No,No,2016-05-02
2414,Marketing,Marketing Manager,Male,31.0,Divorced,Master's,93100.0,0,2.0,9.0,1,Yes,12,No,Y,2023-12-17
1202,Marketing,Content Strategist,Female,30.0,Divorced,Bachelor's,58400.0,0,4.0,38.0,21,No,7,No,No,2023-11-18
2496,Marketing,Marketing Executive,Male,36.0,Divorced,Master's,75500.0,7,5.0,46.0,1,Yes,4,No,No,2016-05-24
1635,Engineering,Engineering Manager,Male,52.0,Single,PhD,145100.0,2,4.0,27.0,7,No,11,No,No,2021-10-15
1225,Marketing,Marketing Manager,Male,32.0,Divorced,Master's,92300.0,5,3.0,58.0,7,No,20,No,No,2018-06-27
1129,Finance,Finance Manager,Male,24.0,Married,Master's,99300.0,0,3.0,50.0,10,No,12,Yes,Yes,2023-11-23
1117,Human Resources,Recruiter,Male,26.0,Divorced,Master's,68800.0,8,5.0,38.0,1,No,22,No,N,2015-09-09
1382,Finance,Finance Manager,Female,35.0,Single,PhD,142500.0,7,3.0,24.0,1,No,16,No,No,2016-05-05
1456,Marketing,Marketing Executive,Male,41.0,Single,PhD,75200.0,3,3.0,52.0,8,No,10,No,No,2020-06-25
1219,Sales,Sales Manager,Female,36.0,Married,Master's,91900.0,1,4.0,60.0,10,No,9,No,No,2022-09-29
2222,Customer Support,Support Executive,Female,36.0,Single,Master's,60400.0,11,3.0,64.0,7,No,11,No,No,2012-04-27
1107,Engineering,QA Engineer,Male,20.0,Divorced,Master's,96700.0,2,4.0,24.0,11,No,5,Yes,No,2021-06-03
1637,CUSTOMER SUPPORT,Support Team Lead,Male,37.0,Divorced,Bachelor's,67600.0,8,5.0,60.0,12,No,5,No,No,2015-04-23
2495,Finance,Accountant,Female,35.0,Divorced,PhD,102500.0,17,4.0,35.0,1,No,15,No,No,2006-07-20
1707,IT,IT Support,Male,35.0,Married,Bachelor's,81700.0,7,3.0,35.0,19,Yes,9,No,No,2016-03-10
1958,IT,System Administrator,Male,48.0,Divorced,Bachelor's,67800.0,1,3.0,35.0,1,No,8,No,No,2022-05-31
2452,Finance,Accountant,Male,31.0,Married,Bachelor's,74700.0,4,3.0,56.0,1,No,10,No,No,2019-10-23
1053,IT,IT Manager,Female,36.0,Divorced,High School,90800.0,2,5.0,49.0,4,No,14,No,Yes,2021-06-16
2310,Operations,Operations Manager,Female,58.0,Married,High School,67000.0,0,4.0,35.0,7,No,13,No,Yes,2023-12-21
2350,FINANCE,Finance Manager,Female,34.0,Divorced,Master's,104700.0,0,5.0,55.0,6,No,14,No,No,2023-07-28
2432,FINANCE,Finance Manager,Female,36.0,Divorced,,89600.0,0,3.0,48.0,11,No,7,No,No,2023-12-27
1300,Operations,Operations Executive,Female,35.0,Single,Bachelor's,64300.0,10,3.0,34.0,4,No,14,No,No,2013-06-27
1442,Operations,Operations Executive,Male,29.0,Married,Master's,64200.0,6,4.0,23.0,2,Yes,5,No,No,2017-09-06
1025,Sales,Account Manager,Female,35.0,Single,High School,67300.0,5,3.0,32.0,5,No,14,No,No,2018-10-14
2279,Marketing,Marketing Executive,Female,52.0,Divorced,Bachelor's,66600.0,10,1.0,43.0,3,Yes,8,No,Yes,2013-11-08
2109,Operations,Operations Manager,Male,46.0,Single,Bachelor's,74500.0,5,4.0,73.0,1,No,10,No,No,2018-09-06
1903,Finance,Finance Manager,Male,42.0,Divorced,Master's,96600.0,0,4.0,22.0,1,Yes,12,No,No,2023-05-24
1926,ENGINEERING,Senior Engineer,Female,45.0,Single,Master's,139900.0,5,4.0,55.0,1,Yes,10,Yes,No,26/09/2018
1562,ENGINEERING,Software Engineer,Male,32.0,Divorced,Master's,115000.0,5,2.0,65.0,1,No,13,No,No,2018-06-11
2322,Human Resources,HR Manager,Female,36.0,Divorced,Bachelor's,74000.0,2,4.0,20.0,6,No,7,No,No,2021-10-14
